,SessionId,ItemId,Timestamps
103,712,1891,12024
104,142,1026,1864
105,736,174,15876
106,1514,1516,3264
107,321,149,4928
108,1615,503,17464
109,1691,1003,7320
110,993,817,9821
111,1153,431,12034
112,1426,796,86
113,1898,808,15642
114,115,342,15171
115,629,1815,14983
116,1536,331,9362
117,1866,1196,5072
118,259,23,1446
119,1703,888,3143
120,767,248,1889
121,272,639,3684
122,1007,1533,6756
123,1581,1535,8934
124,749,1479,15522
125,1918,1835,60
126,599,1151,11664
127,224,791,2952
128,1857,929,16685
129,695,317,15317
130,299,627,18870
131,250,1490,6070
132,1574,906,8237
133,1923,1345,17777
134,1105,859,3649
135,1120,286,1325
136,1715,1209,19231
137,419,77,18052
138,1886,649,4019
139,312,685,16284
140,1843,1616,7821
141,92,578,14966
142,1090,1714,19926
143,1189,382,14673
144,3,1007,3684
145,1439,1002,9168
146,6,1636,12497
147,149,1754,13865
148,1017,582,1051
149,813,94,591
150,136,152,11576
151,297,523,1519
152,1149,1241,10388
153,1859,1929,2758
154,1188,375,17166
155,1097,1615,530
156,820,1729,3519
157,1498,0,568
158,1359,1506,1107
159,201,166,13421
160,851,291,19413
161,1865,1072,16700
162,1632,1911,6930
163,1626,1865,3771
164,1922,1172,8622
165,882,1442,16147
166,266,1366,2692
167,1129,760,2276
168,434,1946,5805
169,409,1546,7633
170,1322,1635,12899
171,13,1593,16870
172,1305,871,12102
173,1457,813,7953
174,1361,1262,887
175,1093,1488,14085
176,1161,199,19591
177,274,1732,3482
178,632,1398,13947
179,1239,149,626
180,1245,0,17216
181,445,1128,15788
182,162,431,15146
183,1744,1996,12121
184,1326,962,17696
185,297,1137,13339
186,767,1077,18377
187,37,323,5880
188,966,1102,8191
189,1383,944,5410
190,1862,725,14578
191,1785,376,12811
192,1275,357,19934
193,1070,326,6584
194,1381,1115,8931
195,1006,324,18352
196,400,253,6443
197,1425,207,2946
198,462,78,7795
199,1727,1582,8680
200,1845,183,2038
201,101,1703,9698
202,1367,605,10071
203,811,220,10720
204,1465,1628,9117
205,813,373,15570
206,405,1340,10787
207,357,1021,729
208,165,1814,4746
209,830,1094,9698
210,367,99,16338
211,791,329,18922
212,1425,1484,6849
213,156,472,10079
214,1466,86,4627
215,1198,188,4640
216,1468,1821,17616
217,1997,553,10881
218,917,941,10239
219,1792,1089,13352
220,376,867,10222
221,570,746,5071
222,1195,1336,6948
223,1159,1329,4286
224,1492,229,13844
225,1748,1251,13636
226,1092,1401,10409
227,844,1764,18754
228,1115,1748,17305
229,418,199,933
230,83,1459,16604
231,1571,42,6734
232,539,1848,7648
233,1596,1742,12045
234,255,1463,7466
235,402,1396,6642
236,811,873,14858
237,1382,1165,6079
238,1508,634,1313
239,29,760,10615
240,204,197,8636
241,753,550,15737
242,1087,446,12518
243,736,135,8630
244,1072,1553,6337
245,1364,1867,12877
246,327,705,19456
247,993,1488,4385
248,689,421,1461
249,322,1983,5686
250,500,1839,7900
251,1169,203,3512
252,1496,714,750
253,740,169,15730
254,297,824,19863
255,1011,330,6684
256,1737,875,16685
257,105,1895,18233
258,1774,1308,7107
259,1100,738,17828
260,855,879,18376
261,348,1461,2081
262,1786,1463,2106
263,1140,1065,11564
264,924,964,5479
265,16,116,16907
266,334,1913,9706
267,1116,431,15626
268,1563,1968,4875
269,1160,1013,14807
270,509,1146,19427
271,1829,515,5625
272,137,171,11043
273,1456,1725,4973
274,676,1128,794
275,829,387,15146
276,1485,1934,9286
277,640,0,16523
278,833,1805,18660
279,1340,780,13573
280,859,1997,1797
281,348,33,12637
282,89,1163,9498
283,537,1904,800
284,1980,1395,10780
285,1336,1833,5969
286,207,912,13405
287,1482,886,9730
288,1136,1740,2142
289,725,309,1526
290,876,1824,3298
291,407,369,19210
292,762,1574,17786
293,1572,203,12641
294,1771,1117,19940
295,1147,1042,12323
296,532,799,6417
297,454,1041,3517
298,1400,1650,13585
299,1344,1267,15959
300,581,889,11570
301,1688,342,14106
302,1452,767,4100
303,1046,1690,18554
304,1946,1475,19055
305,1820,1018,3359
306,432,27,7467
307,520,410,2131
308,957,1860,5380
309,285,429,7434
310,734,870,3503
311,1215,1093,18035
312,877,774,16816
313,64,942,12699
314,1003,911,16563
315,436,265,9574
316,589,844,5646
317,716,1969,11109
318,563,1051,10430
319,1847,959,16891
320,85,462,15166
321,1734,661,18516
322,842,785,12749
323,1909,709,2471
324,673,1618,17278
325,675,674,3552
326,993,994,4235
327,1434,845,7457
328,891,176,8262
329,722,1280,1066
330,1736,943,17128
331,871,351,7978
332,1911,955,16837
333,595,224,18243
334,6,706,14721
335,1216,1951,605
336,305,141,16955
337,211,636,8449
338,1812,1818,5188
339,1954,180,10295
340,1296,1163,16421
341,931,303,11983
342,999,1281,13713
343,383,731,1178
344,853,1956,7850
345,1737,374,18309
346,589,548,8451
347,1481,1711,1389
348,153,1175,7211
349,853,439,14730
350,1906,898,8712
351,891,1999,4567
352,1695,1420,7235
353,1181,676,16556
354,1145,272,13029
355,321,1340,9549
356,1316,654,18141
357,923,656,2500
358,1451,1038,15023
359,1142,337,11776
360,1309,1969,4204
361,965,1821,15391
362,1621,1816,1495
363,373,1508,18044
364,1464,668,8855
365,1743,730,2489
366,1459,185,10201
367,1850,897,18785
368,114,1511,10638
369,1855,1559,19750
370,1835,1148,2046
371,1064,1356,9555
372,891,1222,5480
373,240,537,14039
374,1438,1902,1290
375,688,417,10771
376,1390,82,10807
377,1597,1537,1677
378,775,1949,15172
379,542,1554,10968
380,1797,1872,16092
381,1520,1904,6528
382,95,744,11156
383,1332,1439,19207
384,1642,528,16880
385,704,1296,7621
386,1855,648,11155
387,1899,956,1966
388,387,1948,4211
389,1901,805,19299
390,400,1134,7802
391,1504,841,7668
392,64,489,9552
393,420,376,13685
394,971,458,910
395,928,35,12422
396,119,711,913
397,30,569,7539
398,1538,1315,13521
399,1293,93,4466
400,1801,1288,2020
401,449,82,18256
402,30,958,16034
403,1636,1529,5212
404,36,1240,2187
405,1906,1298,8703
406,835,1192,3360
407,1539,1946,1157
408,1133,1322,18705
409,496,1017,17923
410,1207,209,15236
411,1287,1607,442
412,1896,183,14230
413,1317,1672,5659
414,1677,204,5746
415,1036,798,7299
416,46,1075,13469
417,210,1130,4162
418,767,1336,15119
419,534,144,10293
420,393,929,16756
421,626,1941,8797
422,352,114,710
423,488,796,19866
424,1113,1330,8357
425,1705,1736,19506
426,1793,951,11097
427,1068,510,3357
428,1114,1589,10166
429,1857,1540,11509
430,1821,63,8961
431,198,1756,10925
432,1565,27,9210
433,967,681,7600
434,1701,1913,1007
435,575,1955,9514
436,1040,1193,1276
437,88,1751,1506
438,1193,1700,19935
439,1091,824,19131
440,1358,1807,6299
441,1332,1281,5285
442,1462,1870,10048
443,103,1284,5096
444,1011,1282,5889
445,304,1107,16760
446,1914,632,12662
447,724,1320,389
448,39,1879,12492
449,1943,1088,9739
450,163,1437,6703
451,1294,1074,7534
452,845,258,1228
453,1617,958,2200
454,1130,1621,14854
455,1650,435,8588
456,1349,822,8175
457,1101,34,4862
458,1647,1026,11331
459,1081,1927,14399
460,1352,329,494
461,396,856,897
462,1558,531,15805
463,62,322,1344
464,101,514,5506
465,1169,1616,2999
466,545,1204,4319
467,791,1507,5606
468,1415,1438,12055
469,1583,1262,9445
470,1842,1306,4627
471,1917,1785,14666
472,200,1018,10516
473,1198,596,98
474,185,1912,7475
475,1394,1295,6190
476,808,919,19467
477,234,1096,12096
478,1017,1173,4842
479,635,882,2967
480,226,361,7810
481,474,105,11778
482,1837,1412,12190
483,1509,1482,18915
484,1827,395,16885
485,512,68,5962
486,78,1365,1405
487,1889,285,4022
488,367,1558,2768
489,1336,685,8127
490,1385,406,15020
491,725,13,9170
492,249,1845,18661
493,1780,1767,5326
494,1546,1952,11232
495,1783,1660,5199
496,1726,1315,18661
497,610,167,3026
498,1479,1134,6410
499,76,592,16402
500,1845,755,15955
501,129,1164,1597
502,1530,1058,4944
503,882,529,13198
504,889,1461,14951
505,541,844,19639
506,1862,122,15874
507,1793,653,17591
508,1293,778,1095
509,623,504,140
510,148,1054,16459
511,1596,1345,4298
512,707,411,7370
513,560,1098,18041
514,1616,1538,8718
515,1618,791,17407
516,557,1497,10423
517,173,1209,7770
518,681,733,12726
519,258,958,1656
520,1301,137,17011
521,849,1291,19093
522,1259,677,14260
523,1140,555,1695
524,1187,1421,11701
525,249,905,10976
526,17,1476,9729
527,691,1742,14906
528,1811,1374,5499
529,187,817,19750
530,1922,1399,15995
531,706,951,5465
532,411,1932,10310
533,563,538,6357
534,503,1227,3675
535,231,1967,8119
536,1313,397,10762
537,701,1358,1283
538,978,438,6343
539,549,594,1236
540,117,637,7242
541,1380,1096,14341
542,1521,884,8054
543,576,541,5715
544,1084,1173,15374
545,508,800,16555
546,1485,1115,16532
547,150,429,16046
548,1494,1958,5607
549,1844,1032,19327
550,119,1641,8901
551,408,697,7236
552,994,1538,766
553,792,1191,17397
554,438,985,18555
555,1067,1622,17434
556,1767,1732,18869
557,442,1544,13759
558,1130,1162,5647
559,1122,217,1520
560,1296,422,4726
561,1435,934,11230
562,1867,1189,19965
563,385,1743,5590
564,1342,327,18210
565,82,898,18652
566,197,733,4983
567,1694,1969,9120
568,1165,1689,3594
569,655,94,14255
570,227,1331,2709
571,1854,955,10575
572,884,341,13931
573,831,625,14575
574,838,120,16375
575,1893,494,18276
576,1036,362,14964
577,781,1892,16820
578,1814,206,6487
579,1948,1847,19453
580,357,1300,18712
581,23,674,13821
582,282,1735,5825
583,470,516,2418
584,190,1261,13965
585,1237,192,3188
586,1555,1595,11965
587,1692,1412,749
588,322,1100,8486
589,980,1846,7817
590,1229,1192,5225
591,1570,617,12628
592,1419,1772,72
593,613,409,16464
594,1060,221,19206
595,710,1496,8106
596,28,709,1421
597,555,1079,8797
598,371,537,9568
599,1063,1054,9785
600,1942,1878,7482
601,178,764,4587
602,907,722,10773
603,1219,493,15968
604,1845,127,13749
605,1463,726,2608
606,262,115,4922
607,1998,1018,9612
608,1387,1189,8481
609,131,569,18086
610,1802,1117,5652
611,68,760,971
612,557,2,14766
613,205,1119,1293
614,856,938,8507
615,1860,1353,9676
616,1226,1660,4177
617,861,1197,7316
618,1802,1994,4949
619,998,805,5941
620,810,151,10449
621,312,1731,6511
622,255,1865,1875
623,928,618,17489
624,1991,1531,5479
625,211,1820,5552
626,538,711,10382
627,1825,172,12184
628,1796,1763,7380
629,1614,1047,10834
630,970,1452,10460
631,144,1512,17585
632,192,1610,18147
633,1642,231,10448
634,1590,1183,15839
635,441,968,8994
636,1601,475,12498
637,1869,421,16540
638,1429,121,13080
639,744,210,8360
640,656,660,8822
641,751,1038,9037
642,1127,582,16022
643,743,875,2025
644,258,54,19861
645,625,553,17095
646,420,1426,10569
647,1017,379,11095
648,1684,1407,6291
649,941,1256,3118
650,1304,764,786
651,334,1045,3708
652,1186,850,6324
653,1299,108,10556
654,971,1162,14738
655,1620,1073,7944
656,1433,552,2594
657,798,729,14071
658,713,1781,420
659,421,330,19317
660,900,466,17949
661,1446,20,10888
662,962,1731,14689
663,1743,1050,1306
664,753,1093,3040
665,1218,296,8210
666,674,726,1391
667,1200,753,11579
668,201,1942,13148
669,1282,200,16102
670,1141,171,937
671,133,124,6894
672,1760,1162,2746
673,1203,854,1832
674,852,1381,11202
675,1425,1828,6899
676,623,1205,10636
677,1368,18,15195
678,435,327,8375
679,635,1571,1658
680,1877,1804,11381
681,1161,1316,9719
682,978,1662,1600
683,843,251,3025
684,1787,737,11269
685,20,234,12166
686,867,382,15655
687,1504,528,15781
688,1420,521,18886
689,984,896,18074
690,1317,1197,10044
691,475,851,17757
692,562,907,1739
693,719,1443,3812
694,1789,28,8833
695,776,1403,17246
696,179,1017,11076
697,93,462,16475
698,248,1926,1184
699,1791,161,6738
700,1525,728,157
701,985,780,104
702,1722,828,14235
703,77,981,10914
704,1952,1412,2286
705,446,1010,5531
706,1750,1803,19267
707,1458,972,9597
708,698,748,13647
709,1479,389,10864
710,771,779,3301
711,1801,1715,2531
712,1184,1639,9112
713,238,525,8581
714,1527,1473,17309
715,1531,436,16724
716,1908,1179,3444
717,519,1612,7394
718,1047,930,13440
719,49,840,19672
720,1401,492,7735
721,1517,1778,16469
722,1195,1712,2182
723,991,1030,1509
724,808,1030,4315
725,837,1709,12525
726,1900,1744,11586
727,1324,1869,13454
728,1186,949,15983
729,11,602,11550
730,83,1473,2176
731,967,1796,17288
732,1012,1074,14439
733,1473,111,11639
734,1013,229,6183
735,1543,1191,18633
736,312,1321,19871
737,1796,1756,16181
738,1351,1305,18733
739,997,181,17329
740,1083,1331,13712
741,1741,341,1017
742,423,1100,7707
743,889,127,13907
744,790,683,7844
745,1823,1589,14154
746,445,1491,7664
747,1686,712,18152
748,465,1865,11158
749,405,1770,3830
750,413,412,16032
751,509,492,5944
752,473,1397,12611
753,1434,54,1148
754,812,842,466
755,1595,295,1788
756,1557,641,1085
757,446,1482,1543
758,1041,1769,3881
759,1795,892,5199
760,1778,439,19827
761,81,1783,11863
762,745,724,1602
763,1082,774,15846
764,620,897,1466
765,1009,710,7592
766,1984,728,4279
767,1703,1441,8905
768,997,1660,16974
769,663,1771,8702
770,1137,1659,4828
771,1712,1953,14301
772,883,1267,16491
773,1022,1427,10976
774,690,62,18211
775,40,1290,5174
776,487,1318,11369
777,1483,686,6706
778,1460,1349,1948
779,672,221,13695
780,659,127,4713
781,814,1264,4307
782,1024,141,5710
783,1903,932,5045
784,535,402,9411
785,1799,167,17884
786,737,110,16721
787,869,1478,12049
788,128,172,16650
789,1213,1249,17524
790,1348,1018,3513
791,1403,770,13513
792,322,1261,14276
793,1641,1690,19498
794,1421,260,2858
795,754,970,7462
796,595,1854,5671
797,198,1593,15792
798,1936,1887,7524
799,624,498,15385
800,384,1833,18925
801,1043,1602,11327
802,927,1690,3189
803,1300,247,9299
804,1751,1751,17134
805,188,203,12609
806,672,1523,498
807,1668,1722,2253
808,1365,1168,1034
809,117,155,19874
810,591,530,16177
811,1890,1992,18143
812,1265,781,18109
813,204,1062,15
814,169,967,13953
815,1275,90,6363
816,481,1772,19649
817,676,360,3685
818,1443,1981,432
819,1477,978,83
820,601,501,16155
821,1535,1265,6880
822,1772,1232,1620
823,1241,26,13736
824,1291,155,16370
825,323,862,15658
826,114,1050,2685
827,1253,1918,6818
828,9,1991,8567
829,1879,303,628
830,37,591,10598
831,567,89,18775
832,1192,1562,2552
833,1472,1922,16583
834,1332,1340,7081
835,332,1816,9407
836,1418,636,6142
837,738,1190,15453
838,703,398,12534
839,1428,203,13541
840,1892,1911,5201
841,1309,1213,15495
842,585,1714,15917
843,1189,1834,6748
844,1699,207,6094
845,892,1993,13628
846,1672,1667,1175
847,195,1816,15111
848,1671,1898,15952
849,675,790,1146
850,179,1564,15465
851,1342,344,13459
852,974,1803,9814
853,729,1879,49
854,764,1606,16340
855,1847,1799,19636
856,106,103,9601
857,10,914,18829
858,310,108,10662
859,1251,26,8050
860,59,1975,16454
861,1788,739,4349
862,1450,355,12897
863,1177,656,13652
864,1313,1439,11332
865,1361,17,1262
866,1569,984,14239
867,1519,405,7432
868,755,599,430
869,1224,692,16687
870,90,1058,18180
871,1122,1586,1623
872,1706,1767,12755
873,652,1726,7370
874,1351,241,11347
875,389,463,18788
876,1775,1461,16048
877,95,645,17446
878,340,426,2906
879,292,181,15003
880,97,1834,12721
881,1897,1031,17626
882,885,738,2578
883,1851,1940,9606
884,678,1864,13727
885,1975,1763,7753
886,1578,874,3112
887,1375,1572,6146
888,796,1247,5927
889,1040,1258,19472
890,1595,1765,15346
891,1787,1664,14597
892,1973,1087,15132
893,1799,796,7595
894,1588,826,11341
895,1399,766,544
896,606,1602,13840
897,1900,1345,15196
898,568,984,16418
899,1810,469,17847
900,1888,353,12725
901,65,1668,1773
902,995,168,14717
903,237,1013,16191
904,319,1810,3873
905,791,1126,2958
906,502,375,8802
907,1084,1797,14668
908,530,294,17657
909,1682,977,17557
910,998,1145,1754
911,1573,898,10163
912,159,1921,7634
913,1575,562,17877
914,1414,1057,12929
915,287,1743,737
916,969,1924,3044
917,1879,1034,17336
918,487,1191,8576
919,1991,1611,468
920,570,882,14790
921,1662,289,19853
922,414,1688,12942
923,1706,1443,15802
924,845,245,13809
925,1861,1223,5872
926,884,470,17985
927,274,1118,13936
928,585,1531,15755
929,290,1700,2928
930,317,1547,14549
931,1357,1554,18993
932,862,362,4224
933,1049,1222,2385
934,1904,275,4776
935,713,417,4541
936,220,930,6215
937,1539,533,18105
938,1056,1066,13232
939,44,842,5970
940,972,1132,11219
941,1446,469,9792
942,608,324,8404
943,42,1542,19615
944,1378,994,13422
945,858,698,2818
946,1688,869,2526
947,898,1024,6657
948,650,1411,12423
949,858,1367,13826
950,736,91,1433
951,1324,1143,13205
952,1274,351,2890
953,612,1923,13722
954,197,822,8099
955,1574,1236,18437
956,85,111,1584
957,1730,702,17421
958,1751,1901,14817
959,1809,950,18053
960,792,790,6808
961,1526,1351,10470
962,202,1354,18372
963,1064,1784,2018
964,900,1348,9550
965,1413,1999,8243
966,1629,241,252
967,1099,390,2913
968,1916,878,3589
969,601,1999,8989
970,656,604,16968
971,729,1170,19379
972,594,1543,17721
973,1569,1671,8007
974,797,7,5225
975,1236,1765,947
976,128,1252,13562
977,462,281,12288
978,1341,1436,14494
979,1218,1975,10584
980,514,1011,9314
981,716,735,8338
982,836,1399,2860
983,1347,637,15354
984,236,793,982
985,487,45,12713
986,609,632,2280
987,1356,1149,2159
988,772,1190,9823
989,717,897,8092
990,863,1138,7664
991,1282,1747,19044
992,1828,41,15770
993,1281,1199,9709
994,117,1668,5138
995,432,1023,10621
996,1939,692,19875
997,371,653,18960
998,463,855,13161
999,412,1700,2164
1000,657,1077,14154
1001,1447,633,16628
1002,771,1726,5534
1003,715,832,5292
1004,49,1057,15678
1005,1910,1920,10846
1006,1053,1150,11768
1007,908,548,4338
1008,1173,1240,9316
1009,912,779,15084
1010,869,99,3809
1011,972,1131,13139
1012,1567,65,2167
1013,765,968,3954
1014,1822,1990,6861
1015,642,1912,13092
1016,844,944,13677
1017,979,454,16011
1018,609,1145,15343
1019,685,1995,14738
1020,399,646,8029
1021,887,1262,11183
1022,776,197,550
1023,1858,1265,8272
1024,654,1732,19220
1025,327,879,8441
1026,1232,661,5255
1027,1173,848,5704
1028,674,892,5672
1029,187,567,11806
1030,1009,159,7342
1031,121,1962,9642
1032,1853,474,12909
1033,1909,1304,12508
1034,722,983,8173
1035,396,803,7208
1036,925,573,564
1037,1638,770,641
1038,1726,242,15770
1039,1197,105,240
1040,1749,525,1128
1041,426,687,10200
1042,939,379,4481
1043,1867,1607,7803
1044,1386,959,15474
1045,1926,1433,2974
1046,729,161,9676
1047,382,671,14786
1048,1398,729,2158
1049,951,1042,1361
1050,1730,442,7561
1051,10,1685,9410
1052,224,1802,16452
1053,1240,1156,19358
1054,1188,387,16194
1055,230,811,17366
1056,1517,1767,4918
1057,1156,43,12357
1058,125,619,12767
1059,559,310,3918
1060,89,897,8230
1061,941,1728,17590
1062,611,1397,17722
1063,1198,1090,4712
1064,473,516,6400
1065,1837,1856,4440
1066,1272,1954,18915
1067,529,1498,15228
1068,1453,254,12902
1069,387,1066,1024
1070,707,1778,9968
1071,848,639,3137
1072,39,1713,15992
1073,1627,766,10681
1074,1574,42,5642
1075,114,514,11095
1076,991,1404,7475
1077,1109,1889,13965
1078,668,203,14455
1079,1431,892,18524
1080,853,26,153
1081,1784,1933,16889
1082,1464,1723,19286
1083,1585,753,10439
1084,218,124,4374
1085,951,764,4776
1086,1349,321,14526
1087,851,352,9342
1088,1455,746,1510
1089,1347,251,2300
1090,410,1864,16513
1091,1684,1207,15826
1092,1585,518,18568
1093,434,988,15986
1094,88,1904,9599
1095,1241,1151,1140
1096,1010,1223,6505
1097,1496,55,17807
1098,1668,780,7750
1099,1529,1758,545
1100,440,1598,11059
1101,1461,867,6160
1102,1983,1102,16979
1103,1417,1544,2675
1104,231,1796,16188
1105,274,655,6264
1106,1828,1354,11
1107,1375,200,15955
1108,837,1966,3499
1109,1018,1708,11515
1110,55,45,6595
1111,1255,286,14708
1112,1310,1614,2875
1113,937,1077,6734
1114,1286,1563,7165
1115,1581,205,8250
1116,1675,605,16207
1117,1982,1111,14288
1118,1486,1062,10746
1119,1230,942,14419
1120,891,420,14868
1121,1397,1337,10324
1122,166,1515,19144
1123,255,929,18172
1124,1145,1127,8772
1125,1575,1852,18971
1126,1283,429,10975
1127,1605,1093,18893
1128,785,701,10849
1129,39,302,7154
1130,1061,131,119
1131,1257,1650,5432
1132,242,1651,17256
1133,195,286,9649
1134,408,1789,6048
1135,600,1814,15817
1136,1903,1381,5894
1137,927,1082,15282
1138,1760,422,16089
1139,1943,207,5088
1140,1237,1471,980
1141,1729,551,14820
1142,1932,613,12190
1143,1207,852,12378
1144,1114,1977,11832
1145,1266,116,12165
1146,115,380,7265
1147,684,1658,2150
1148,923,1463,15229
1149,395,919,13868
1150,780,779,10959
1151,453,1906,1293
1152,1642,808,1987
1153,1710,1704,10553
1154,722,1617,10028
1155,119,1506,9159
1156,369,87,2054
1157,1717,1650,14976
1158,1424,1441,682
1159,929,782,4256
1160,886,65,15674
1161,577,384,15506
1162,350,57,8199
1163,1819,1140,1762
1164,1928,1834,4472
1165,1343,575,2715
1166,1430,1024,6656
1167,1620,1378,11953
1168,447,598,12238
1169,512,283,8411
1170,623,770,17991
1171,878,430,12573
1172,1997,791,1497
1173,733,433,10083
1174,1847,353,8711
1175,862,798,19965
1176,714,598,14671
1177,915,453,6374
1178,348,1885,11965
1179,1989,1142,17306
1180,658,1129,819
1181,1179,1292,17460
1182,161,1345,8752
1183,1052,38,3293
1184,1910,1975,14198
1185,686,385,1302
1186,117,1480,13857
1187,1475,1366,7095
1188,1626,1691,5537
1189,281,1351,540
1190,90,1514,15705
1191,760,1896,5625
1192,1268,981,14156
1193,1,58,11397
1194,1566,1283,16765
1195,408,1088,13052
1196,133,690,2578
1197,1983,426,11957
1198,1592,256,11802
1199,406,1121,11729
1200,1696,538,3144
1201,111,958,7884
1202,465,1527,14464
1203,1973,1013,10246
1204,1408,1644,19233
1205,1312,1083,6488
1206,1875,768,6812
1207,1464,490,5482
1208,79,1290,2354
1209,1326,72,7654
1210,399,1385,10257
1211,1113,845,11285
1212,938,1453,7731
1213,676,1643,18830
1214,1305,1679,13089
1215,1589,641,6737
1216,1681,375,16431
1217,1722,1661,10528
1218,1402,470,4724
1219,925,1897,18533
1220,1783,1391,12664
1221,1496,72,8687
1222,394,963,14445
1223,192,1795,42
1224,483,112,14075
1225,849,226,5254
1226,1919,1174,17805
1227,905,1276,14727
1228,69,1468,11257
1229,1790,1540,1644
1230,1268,1156,6641
1231,1679,1309,7898
1232,1007,819,17910
1233,1500,1594,4749
1234,527,1178,13515
1235,1649,113,5583
1236,1649,1143,17272
1237,1043,1807,11279
1238,609,1521,3263
1239,464,423,2802
1240,298,790,13942
1241,1445,80,15472
1242,1131,353,2526
1243,389,1691,19082
1244,1728,500,4028
1245,1912,959,10026
1246,587,1327,226
1247,1374,1079,2748
1248,366,1730,17895
1249,253,1099,9102
1250,778,424,18207
1251,845,1122,10345
1252,1566,1791,2092
1253,1560,691,18380
1254,1448,1088,8156
1255,941,1051,9676
1256,399,543,10176
1257,1827,215,6282
1258,1409,966,3577
1259,1189,624,10483
1260,1222,423,15641
1261,1185,1351,3531
1262,1310,706,449
1263,1796,1750,9876
1264,407,155,8998
1265,607,1243,4734
1266,150,1936,8787
1267,140,310,7451
1268,1072,868,18168
1269,1212,1118,10843
1270,1966,632,7791
1271,20,1560,3411
1272,66,1729,15698
1273,380,172,9389
1274,1599,1661,10799
1275,808,1919,16774
1276,388,1878,2642
1277,174,1143,16266
1278,380,13,769
1279,301,581,326
1280,1502,807,12033
1281,662,1630,14332
1282,548,1359,14839
1283,1346,537,16076
1284,972,1768,8775
1285,1940,26,2234
1286,1421,1492,1350
1287,493,972,18910
1288,30,267,5801
1289,1497,665,6211
1290,316,298,3325
1291,1074,1034,6285
1292,1086,1266,14545
1293,316,260,9142
1294,524,697,15597
1295,191,1336,18719
1296,42,1867,5322
1297,535,1660,15848
1298,77,1436,1006
1299,462,228,12477
1300,423,210,12198
1301,1699,555,18780
1302,1367,1840,12489
1303,387,633,11777
1304,1622,1438,18793
1305,1845,561,8259
1306,1598,1080,4216
1307,908,153,3683
1308,291,313,13923
1309,1332,1954,2183
1310,568,1535,5560
1311,1700,864,8422
1312,419,1198,4712
1313,985,1061,7649
1314,1235,1702,10279
1315,306,1575,3050
1316,884,661,18322
1317,1277,1325,7253
1318,282,549,8619
1319,869,1375,2226
1320,1070,1893,1891
1321,1958,1206,10059
1322,72,721,17679
1323,1443,1438,11608
1324,1898,1649,10525
1325,266,94,10757
1326,1248,1024,15375
1327,129,708,10447
1328,494,1376,10640
1329,219,1244,15499
1330,156,1540,15827
1331,429,195,2370
1332,352,350,504
1333,1439,1582,19567
1334,1204,760,6230
1335,1683,1717,16172
1336,825,1813,7611
1337,1558,1435,15211
1338,1030,1436,3453
1339,1093,411,7531
1340,908,1711,16803
1341,460,1031,12274
1342,1828,694,664
1343,1641,615,5281
1344,1612,380,11177
1345,1274,1618,17867
1346,575,439,10674
1347,341,480,15232
1348,530,849,6741
1349,1634,1149,19960
1350,647,912,11774
1351,1590,300,10852
1352,558,1523,7757
1353,1824,1909,9783
1354,1711,182,15127
1355,626,349,8328
1356,1374,1435,2506
1357,1265,1729,3049
1358,1510,1068,2608
1359,1950,953,3256
1360,77,1798,4089
1361,677,1340,4696
1362,117,1584,13779
1363,1931,1340,1646
1364,458,1437,1906
1365,356,488,9891
1366,1691,1903,14850
