SHOP_ID,DATE,HOUR,Num_raw,Num_post,DofW
41,2016-08-19,10,1,1.0,4
41,2016-09-24,11,1,1.0,5
41,2016-09-24,18,1,1.0,5
41,2016-09-25,13,1,1.0,6
41,2016-10-05,16,1,1.0,2
43,2016-07-19,12,1,1.0,1
43,2016-07-20,13,1,1.0,2
43,2016-07-23,13,1,1.0,5
43,2016-10-27,15,1,1.0,3
44,2016-06-22,0,1,1.0,2
44,2016-06-24,18,1,1.0,4
44,2016-06-25,5,1,1.0,5
44,2016-06-25,11,1,1.0,5
44,2016-06-25,23,1,1.0,5
44,2016-06-27,18,1,1.0,0
44,2016-06-27,22,1,1.0,0
44,2016-06-28,9,1,1.0,1
44,2016-06-28,17,1,1.0,1
44,2016-06-29,17,1,1.0,2
44,2016-06-29,22,1,1.0,2
44,2016-07-04,14,1,1.0,0
44,2016-07-04,18,1,1.0,0
44,2016-07-04,23,1,1.0,0
44,2016-07-05,18,1,1.0,1
44,2016-07-06,10,1,1.0,2
44,2016-07-06,18,1,1.0,2
44,2016-07-08,16,1,1.0,4
44,2016-07-09,12,2,2.0,5
44,2016-07-09,13,1,1.0,5
44,2016-07-10,14,1,1.0,6
44,2016-07-10,22,1,1.0,6
44,2016-07-12,19,1,1.0,1
44,2016-07-16,17,1,1.0,5
44,2016-07-16,20,1,1.0,5
44,2016-07-19,13,1,1.0,1
44,2016-07-20,20,1,1.0,2
44,2016-07-23,14,1,1.0,5
44,2016-07-28,18,1,1.0,3
44,2016-08-03,7,1,1.0,2
44,2016-08-04,19,1,1.0,3
44,2016-08-07,11,1,1.0,6
44,2016-08-08,0,1,1.0,0
44,2016-08-10,18,1,1.0,2
44,2016-08-11,21,1,1.0,3
44,2016-08-12,10,1,1.0,4
44,2016-08-12,18,1,1.0,4
44,2016-08-13,13,2,2.0,5
44,2016-08-15,18,1,1.0,0
44,2016-08-18,20,1,1.0,3
44,2016-08-21,19,1,1.0,6
44,2016-08-23,18,1,1.0,1
44,2016-08-23,19,1,1.0,1
44,2016-08-28,19,1,1.0,6
44,2016-09-06,8,1,1.0,1
44,2016-09-06,13,1,1.0,1
44,2016-09-06,23,1,1.0,1
44,2016-09-07,22,1,1.0,2
44,2016-09-09,13,1,1.0,4
44,2016-09-10,19,1,1.0,5
44,2016-09-18,12,1,1.0,6
44,2016-09-19,18,1,1.0,0
44,2016-09-21,17,1,1.0,2
44,2016-09-21,19,1,1.0,2
44,2016-09-26,13,1,1.0,0
44,2016-09-26,19,1,1.0,0
44,2016-09-28,0,1,1.0,2
44,2016-09-30,22,1,1.0,4
44,2016-10-03,19,1,1.0,0
44,2016-10-08,13,1,1.0,5
44,2016-10-13,20,1,1.0,3
44,2016-10-16,11,1,1.0,6
44,2016-10-17,14,1,1.0,0
44,2016-10-19,21,1,1.0,2
44,2016-10-20,10,1,1.0,3
44,2016-10-22,17,1,1.0,5
44,2016-10-23,5,1,1.0,6
44,2016-10-25,11,1,1.0,1
44,2016-10-27,3,1,1.0,3
44,2016-10-27,10,1,1.0,3
48,2016-10-04,10,1,1.0,1
49,2016-08-08,13,1,1.0,0
49,2016-08-08,19,1,1.0,0
49,2016-08-08,20,1,1.0,0
49,2016-08-26,15,1,1.0,4
49,2016-09-09,10,1,1.0,4
49,2016-09-10,20,1,1.0,5
49,2016-10-01,10,1,1.0,5
50,2016-08-23,22,1,1.0,1
54,2016-06-30,14,1,1.0,3
54,2016-07-10,17,1,1.0,6
54,2016-07-26,14,1,1.0,1
54,2016-08-13,9,1,1.0,5
55,2016-06-25,18,1,1.0,5
55,2016-08-13,23,1,1.0,5
55,2016-08-20,20,1,1.0,5
55,2016-08-27,11,1,1.0,5
55,2016-08-29,7,1,1.0,0
55,2016-10-29,21,1,1.0,5
56,2016-08-10,12,1,1.0,2
56,2016-09-01,12,1,1.0,3
56,2016-09-25,6,1,1.0,6
57,2016-07-05,9,1,1.0,1
57,2016-07-12,11,1,1.0,1
57,2016-07-18,19,1,1.0,0
57,2016-08-05,20,1,1.0,4
57,2016-08-08,8,1,1.0,0
57,2016-08-11,9,1,1.0,3
57,2016-08-22,13,1,1.0,0
58,2016-06-26,13,1,1.0,6
58,2016-06-29,17,1,1.0,2
58,2016-07-11,10,1,1.0,0
58,2016-07-11,13,1,1.0,0
58,2016-07-18,20,1,1.0,0
58,2016-07-19,19,1,1.0,1
58,2016-07-20,19,1,1.0,2
58,2016-07-31,16,1,1.0,6
58,2016-08-08,17,1,1.0,0
58,2016-08-10,19,1,1.0,2
58,2016-08-12,10,1,1.0,4
58,2016-08-12,11,1,1.0,4
58,2016-08-13,17,1,1.0,5
58,2016-08-15,22,1,1.0,0
58,2016-08-16,19,2,2.0,1
58,2016-08-17,18,1,1.0,2
58,2016-08-19,9,1,1.0,4
58,2016-08-22,18,1,1.0,0
58,2016-08-25,15,1,1.0,3
58,2016-08-26,10,1,1.0,4
58,2016-08-27,9,1,1.0,5
58,2016-08-27,14,1,1.0,5
58,2016-08-27,15,1,1.0,5
58,2016-08-27,16,1,1.0,5
58,2016-08-27,21,1,1.0,5
58,2016-09-01,20,1,1.0,3
58,2016-09-04,15,1,1.0,6
58,2016-09-21,18,1,1.0,2
58,2016-09-23,11,1,1.0,4
58,2016-10-05,17,1,1.0,2
58,2016-10-07,17,1,1.0,4
58,2016-10-13,7,1,1.0,3
60,2016-10-07,12,1,1.0,4
60,2016-10-08,19,1,1.0,5
60,2016-10-15,14,1,1.0,5
60,2016-10-18,12,1,1.0,1
61,2016-10-17,19,1,1.0,0
62,2016-08-10,22,1,1.0,2
62,2016-08-11,15,1,1.0,3
62,2016-08-11,20,1,1.0,3
62,2016-08-18,1,1,1.0,3
62,2016-09-03,21,1,1.0,5
62,2016-09-10,11,1,1.0,5
62,2016-09-17,8,1,1.0,5
62,2016-09-26,9,1,1.0,0
62,2016-10-04,23,1,1.0,1
62,2016-10-16,20,1,1.0,6
62,2016-10-25,21,1,1.0,1
63,2016-07-04,20,1,1.0,0
63,2016-10-01,15,1,1.0,5
64,2016-07-21,16,1,1.0,3
64,2016-07-24,11,1,1.0,6
64,2016-10-31,3,1,1.0,0
65,2016-06-22,14,1,1.0,2
65,2016-06-24,10,1,1.0,4
65,2016-06-24,15,1,1.0,4
65,2016-06-24,21,1,1.0,4
65,2016-07-07,15,1,1.0,3
65,2016-07-15,17,1,1.0,4
65,2016-07-27,10,1,1.0,2
65,2016-08-03,20,1,1.0,2
65,2016-08-04,20,1,1.0,3
65,2016-08-21,9,1,1.0,6
65,2016-09-01,21,1,1.0,3
65,2016-09-15,7,1,1.0,3
65,2016-10-05,23,1,1.0,2
66,2016-07-05,23,1,1.0,1
67,2016-06-22,22,1,1.0,2
67,2016-06-29,17,1,1.0,2
67,2016-07-30,18,1,1.0,5
67,2016-07-31,1,1,1.0,6
67,2016-08-13,19,1,1.0,5
68,2016-10-04,12,1,1.0,1
68,2016-10-04,19,1,1.0,1
69,2016-10-02,23,1,1.0,6
70,2016-07-11,21,1,1.0,0
70,2016-07-14,20,1,1.0,3
70,2016-08-03,7,1,1.0,2
71,2016-07-13,9,1,1.0,2
71,2016-07-17,8,1,1.0,6
71,2016-07-17,9,1,1.0,6
71,2016-08-15,9,1,1.0,0
71,2016-09-05,17,1,1.0,0
71,2016-09-30,19,1,1.0,4
72,2016-08-08,19,1,1.0,0
72,2016-09-16,14,1,1.0,4
76,2016-08-06,10,1,1.0,5
76,2016-09-29,22,1,1.0,3
76,2016-10-28,13,1,1.0,4
77,2016-10-04,12,1,1.0,1
79,2016-10-12,12,1,1.0,2
79,2016-10-21,11,1,1.0,4
80,2016-07-07,6,1,1.0,3
80,2016-07-07,14,1,1.0,3
82,2016-08-07,13,1,1.0,6
82,2016-08-16,0,1,1.0,1
82,2016-08-29,11,1,1.0,0
82,2016-09-06,13,1,1.0,1
83,2016-06-26,7,1,1.0,6
83,2016-07-15,7,1,1.0,4
83,2016-07-21,13,1,1.0,3
83,2016-07-23,12,1,1.0,5
83,2016-08-01,9,1,1.0,0
83,2016-08-09,15,1,1.0,1
83,2016-08-14,12,1,1.0,6
83,2016-08-16,15,1,1.0,1
83,2016-08-19,10,1,1.0,4
83,2016-10-08,11,1,1.0,5
83,2016-10-24,10,1,1.0,0
84,2016-09-18,17,1,1.0,6
85,2016-08-04,9,1,1.0,3
85,2016-08-05,11,1,1.0,4
85,2016-08-14,9,1,1.0,6
85,2016-08-19,22,1,1.0,4
85,2016-10-06,7,1,1.0,3
85,2016-10-29,20,1,1.0,5
86,2016-06-23,19,1,1.0,3
86,2016-06-24,13,1,1.0,4
86,2016-07-07,17,1,1.0,3
86,2016-08-07,0,1,1.0,6
86,2016-08-13,14,1,1.0,5
86,2016-08-14,7,1,1.0,6
87,2016-07-13,19,1,1.0,2
87,2016-09-10,13,1,1.0,5
87,2016-10-08,20,1,1.0,5
88,2016-06-25,11,1,1.0,5
88,2016-06-25,16,1,1.0,5
88,2016-06-25,17,2,2.0,5
88,2016-06-30,8,1,1.0,3
88,2016-07-12,18,1,1.0,1
88,2016-07-17,14,1,1.0,6
88,2016-08-10,10,1,1.0,2
88,2016-08-12,17,1,1.0,4
88,2016-08-16,22,1,1.0,1
88,2016-09-11,22,1,1.0,6
88,2016-09-27,21,1,1.0,1
88,2016-10-06,13,1,1.0,3
88,2016-10-13,14,1,1.0,3
88,2016-10-14,17,1,1.0,4
88,2016-10-20,13,1,1.0,3
88,2016-10-22,16,1,1.0,5
89,2016-06-22,10,1,1.0,2
89,2016-06-24,16,1,1.0,4
89,2016-06-24,23,1,1.0,4
89,2016-07-08,13,1,1.0,4
89,2016-08-27,14,1,1.0,5
89,2016-09-02,17,1,1.0,4
89,2016-09-15,22,1,1.0,3
92,2016-06-23,12,1,1.0,3
92,2016-08-12,11,1,1.0,4
93,2016-10-20,0,1,1.0,3
94,2016-09-21,22,1,1.0,2
94,2016-10-20,18,1,1.0,3
95,2016-07-07,6,1,1.0,3
95,2016-10-11,12,1,1.0,1
97,2016-10-19,10,1,1.0,2
98,2016-06-26,18,1,1.0,6
98,2016-10-08,15,1,1.0,5
99,2016-08-06,21,1,1.0,5
99,2016-09-15,6,1,1.0,3
100,2016-07-07,23,1,1.0,3
100,2016-07-15,17,1,1.0,4
100,2016-07-18,18,1,1.0,0
100,2016-07-20,10,1,1.0,2
100,2016-07-21,14,1,1.0,3
100,2016-07-21,21,1,1.0,3
100,2016-07-26,20,1,1.0,1
100,2016-07-31,8,1,1.0,6
100,2016-08-01,11,1,1.0,0
100,2016-08-15,19,1,1.0,0
100,2016-08-18,10,1,1.0,3
100,2016-08-21,9,1,1.0,6
100,2016-08-22,15,1,1.0,0
100,2016-08-25,13,1,1.0,3
100,2016-08-29,11,1,1.0,0
100,2016-09-06,16,1,1.0,1
100,2016-09-19,12,1,1.0,0
100,2016-09-19,13,1,1.0,0
101,2016-07-14,21,1,1.0,3
101,2016-07-24,16,1,1.0,6
101,2016-08-02,10,1,1.0,1
101,2016-10-11,18,1,1.0,1
104,2016-06-30,23,1,1.0,3
104,2016-08-10,20,1,1.0,2
104,2016-08-13,10,1,1.0,5
104,2016-08-14,18,1,1.0,6
105,2016-06-26,12,1,1.0,6
105,2016-06-28,19,1,1.0,1
105,2016-08-12,18,1,1.0,4
105,2016-08-21,7,1,1.0,6
105,2016-09-30,19,1,1.0,4
105,2016-10-23,20,1,1.0,6
106,2016-08-17,12,1,1.0,2
107,2016-10-30,8,1,1.0,6
108,2016-07-15,13,1,1.0,4
108,2016-07-21,10,1,1.0,3
108,2016-08-09,11,1,1.0,1
108,2016-08-18,9,1,1.0,3
108,2016-08-23,22,1,1.0,1
109,2016-09-12,18,1,1.0,0
111,2016-07-24,16,1,1.0,6
111,2016-08-28,10,1,1.0,6
111,2016-10-05,16,1,1.0,2
112,2016-06-23,14,1,1.0,3
112,2016-06-24,0,1,1.0,4
112,2016-07-23,1,1,1.0,5
112,2016-08-17,0,1,1.0,2
114,2016-06-28,8,1,1.0,1
114,2016-07-19,10,1,1.0,1
114,2016-07-19,12,1,1.0,1
114,2016-07-30,13,1,1.0,5
114,2016-08-01,10,1,1.0,0
114,2016-08-02,10,1,1.0,1
114,2016-08-02,18,1,1.0,1
114,2016-08-03,18,1,1.0,2
114,2016-08-04,14,1,1.0,3
114,2016-08-04,16,1,1.0,3
114,2016-08-04,17,2,2.0,3
114,2016-08-05,11,1,1.0,4
114,2016-08-05,17,1,1.0,4
114,2016-08-05,18,1,1.0,4
114,2016-08-05,20,1,1.0,4
114,2016-08-06,10,1,1.0,5
114,2016-08-08,10,1,1.0,0
114,2016-08-18,8,1,1.0,3
114,2016-08-18,20,1,1.0,3
114,2016-08-24,16,1,1.0,2
114,2016-08-29,12,1,1.0,0
114,2016-09-01,9,1,1.0,3
114,2016-09-01,10,1,1.0,3
114,2016-10-13,13,1,1.0,3
114,2016-10-20,10,1,1.0,3
114,2016-10-31,23,1,1.0,0
117,2016-06-23,19,1,1.0,3
117,2016-07-11,17,1,1.0,0
117,2016-07-24,11,1,1.0,6
117,2016-07-26,17,1,1.0,1
117,2016-08-02,17,1,1.0,1
117,2016-08-13,13,1,1.0,5
117,2016-08-14,22,1,1.0,6
117,2016-09-01,17,1,1.0,3
117,2016-09-09,16,1,1.0,4
117,2016-09-11,17,1,1.0,6
117,2016-09-28,19,1,1.0,2
117,2016-09-29,17,1,1.0,3
117,2016-10-05,10,1,1.0,2
117,2016-10-19,15,1,1.0,2
117,2016-10-21,5,1,1.0,4
117,2016-10-31,17,1,1.0,0
118,2016-08-28,20,1,1.0,6
119,2016-06-30,16,1,1.0,3
119,2016-07-26,17,1,1.0,1
119,2016-07-29,11,1,1.0,4
119,2016-08-18,19,1,1.0,3
119,2016-08-23,20,1,1.0,1
119,2016-10-15,21,1,1.0,5
120,2016-08-24,21,1,1.0,2
120,2016-10-15,12,1,1.0,5
121,2016-07-13,12,1,1.0,2
121,2016-07-30,1,1,1.0,5
121,2016-07-31,4,1,1.0,6
121,2016-09-05,23,1,1.0,0
121,2016-09-12,8,1,1.0,0
121,2016-09-18,17,1,1.0,6
121,2016-10-14,23,1,1.0,4
121,2016-10-21,22,1,1.0,4
122,2016-09-22,22,1,1.0,3
123,2016-09-02,23,1,1.0,4
124,2016-08-08,19,1,1.0,0
124,2016-08-26,19,1,1.0,4
124,2016-08-27,14,1,1.0,5
124,2016-09-01,11,1,1.0,3
124,2016-10-20,22,1,1.0,3
125,2016-06-28,15,1,1.0,1
125,2016-06-30,22,1,1.0,3
125,2016-07-21,17,1,1.0,3
125,2016-07-27,15,1,1.0,2
125,2016-08-14,20,1,1.0,6
125,2016-08-27,15,1,1.0,5
126,2016-06-23,17,1,1.0,3
127,2016-10-07,6,1,1.0,4
128,2016-06-29,18,1,1.0,2
128,2016-07-28,2,1,1.0,3
128,2016-08-09,16,1,1.0,1
128,2016-09-12,16,1,1.0,0
128,2016-09-15,11,1,1.0,3
128,2016-09-16,11,1,1.0,4
128,2016-09-20,21,1,1.0,1
128,2016-09-24,20,1,1.0,5
128,2016-09-24,23,1,1.0,5
128,2016-10-02,18,1,1.0,6
128,2016-10-03,12,1,1.0,0
128,2016-10-19,19,1,1.0,2
128,2016-10-23,10,1,1.0,6
128,2016-10-28,14,1,1.0,4
128,2016-10-30,18,1,1.0,6
128,2016-10-31,14,1,1.0,0
129,2016-06-25,23,1,1.0,5
129,2016-06-26,13,1,1.0,6
129,2016-07-05,18,1,1.0,1
129,2016-08-02,19,1,1.0,1
129,2016-08-08,15,1,1.0,0
129,2016-08-11,20,1,1.0,3
129,2016-09-01,20,1,1.0,3
129,2016-09-02,8,1,1.0,4
129,2016-09-06,19,1,1.0,1
129,2016-09-12,10,1,1.0,0
129,2016-09-21,19,1,1.0,2
129,2016-10-07,23,1,1.0,4
130,2016-07-07,0,1,1.0,3
130,2016-08-04,16,1,1.0,3
130,2016-08-07,21,1,1.0,6
130,2016-08-08,17,1,1.0,0
130,2016-08-09,8,1,1.0,1
130,2016-08-29,21,1,1.0,0
130,2016-09-15,9,1,1.0,3
131,2016-10-07,15,1,1.0,4
132,2016-06-28,14,1,1.0,1
132,2016-07-05,12,1,1.0,1
132,2016-07-29,23,1,1.0,4
132,2016-08-12,19,1,1.0,4
132,2016-08-18,14,1,1.0,3
132,2016-08-19,23,1,1.0,4
132,2016-08-25,11,1,1.0,3
134,2016-10-09,15,1,1.0,6
134,2016-10-21,8,1,1.0,4
134,2016-10-30,17,1,1.0,6
136,2016-09-30,19,1,1.0,4
136,2016-10-27,17,1,1.0,3
136,2016-10-28,7,1,1.0,4
137,2016-07-28,15,1,1.0,3
138,2016-07-07,21,1,1.0,3
138,2016-09-30,15,1,1.0,4
138,2016-10-09,1,1,1.0,6
138,2016-10-18,15,1,1.0,1
138,2016-10-21,12,1,1.0,4
138,2016-10-21,21,1,1.0,4
138,2016-10-23,13,1,1.0,6
139,2016-06-23,0,1,1.0,3
139,2016-07-16,15,1,1.0,5
139,2016-09-23,17,1,1.0,4
139,2016-10-17,15,1,1.0,0
139,2016-10-27,12,1,1.0,3
142,2016-08-08,7,1,1.0,0
143,2016-06-22,9,1,1.0,2
143,2016-08-04,8,1,1.0,3
143,2016-08-13,12,1,1.0,5
143,2016-08-14,19,1,1.0,6
143,2016-09-02,20,1,1.0,4
143,2016-10-01,5,1,1.0,5
144,2016-07-21,19,1,1.0,3
145,2016-09-16,15,1,1.0,4
145,2016-10-29,3,1,1.0,5
145,2016-10-31,15,1,1.0,0
146,2016-06-23,22,1,1.0,3
146,2016-06-24,17,1,1.0,4
146,2016-06-25,6,1,1.0,5
146,2016-07-13,16,1,1.0,2
146,2016-07-13,21,1,1.0,2
146,2016-07-28,20,1,1.0,3
146,2016-08-23,23,1,1.0,1
146,2016-09-30,17,1,1.0,4
147,2016-08-11,17,1,1.0,3
147,2016-08-21,16,1,1.0,6
149,2016-07-16,23,1,1.0,5
149,2016-07-20,17,1,1.0,2
149,2016-07-29,18,1,1.0,4
149,2016-09-17,20,1,1.0,5
149,2016-09-26,14,1,1.0,0
149,2016-10-01,13,1,1.0,5
149,2016-10-03,20,1,1.0,0
149,2016-10-07,17,1,1.0,4
150,2016-09-05,8,1,1.0,0
151,2016-06-30,11,1,1.0,3
151,2016-10-13,17,1,1.0,3
152,2016-09-23,16,1,1.0,4
153,2016-07-24,12,1,1.0,6
153,2016-08-21,12,1,1.0,6
153,2016-09-08,22,1,1.0,3
153,2016-09-27,15,1,1.0,1
153,2016-10-16,18,1,1.0,6
154,2016-10-23,21,1,1.0,6
155,2016-07-20,17,1,1.0,2
155,2016-07-20,19,1,1.0,2
155,2016-07-21,21,1,1.0,3
155,2016-07-26,17,1,1.0,1
155,2016-07-26,19,1,1.0,1
155,2016-07-27,20,1,1.0,2
155,2016-08-03,9,1,1.0,2
155,2016-08-03,20,1,1.0,2
155,2016-08-06,23,1,1.0,5
155,2016-08-14,17,1,1.0,6
155,2016-08-17,19,1,1.0,2
155,2016-08-19,8,1,1.0,4
155,2016-08-19,15,1,1.0,4
155,2016-08-23,15,1,1.0,1
155,2016-08-24,7,1,1.0,2
155,2016-08-28,11,1,1.0,6
155,2016-08-30,12,1,1.0,1
155,2016-09-03,11,1,1.0,5
155,2016-09-14,14,1,1.0,2
157,2016-06-22,16,1,1.0,2
157,2016-08-14,16,1,1.0,6
157,2016-09-03,19,1,1.0,5
158,2016-08-24,10,1,1.0,2
158,2016-10-28,11,1,1.0,4
159,2016-06-22,10,1,1.0,2
159,2016-06-26,11,1,1.0,6
159,2016-07-10,12,1,1.0,6
159,2016-08-03,16,1,1.0,2
159,2016-08-12,9,1,1.0,4
159,2016-08-19,23,1,1.0,4
159,2016-09-29,20,1,1.0,3
161,2016-08-11,14,1,1.0,3
162,2016-09-09,13,1,1.0,4
163,2016-07-06,13,1,1.0,2
163,2016-08-08,21,2,2.0,0
163,2016-08-22,13,1,1.0,0
163,2016-09-06,9,1,1.0,1
164,2016-10-06,8,1,1.0,3
167,2016-10-16,10,1,1.0,6
169,2016-07-14,16,1,1.0,3
169,2016-10-05,19,1,1.0,2
169,2016-10-06,20,1,1.0,3
169,2016-10-11,7,1,1.0,1
169,2016-10-21,21,1,1.0,4
169,2016-10-24,11,1,1.0,0
169,2016-10-31,22,1,1.0,0
170,2016-06-26,13,1,1.0,6
170,2016-08-06,11,1,1.0,5
170,2016-08-08,13,1,1.0,0
170,2016-08-08,16,1,1.0,0
170,2016-08-13,3,1,1.0,5
170,2016-08-19,14,1,1.0,4
170,2016-10-29,16,1,1.0,5
171,2016-07-28,16,1,1.0,3
171,2016-08-02,13,1,1.0,1
171,2016-08-03,8,1,1.0,2
171,2016-08-05,16,1,1.0,4
